id,keyword,location,text,target,extracted_usernames,extracted_hashtags,extracted_urls,entities,word_count,char_count,entities_str
4396,drown,,I don’t see this funny because he can fall in that water and drown real quick smh https://t.co/irCm6Rx9x5,0,[],[],['https://t.co/irCm6Rx9x5'],{},18,105,{}
4397,drown,LR AR,So you reckon they brought in the usual Craigslist actors to drown out any boos?,0,[],[],[],{'NORP': ['Craigslist']},15,80,{'NORP': ['Craigslist']}
4398,drown,Sekondi|Takoradi|Ghana,Please drown in the sea of me ✍️ #Love 🌹,0,[],['Love'],[],{},10,40,{}
4399,drown,"Burnaby, British Columbia",Don’t know why it’s super biased this time. Manisha will drown this show. N… https://t.co/CWE2xSxgKy,0,[],[],['https://t.co/CWE2xSxgKy'],{'GPE': ['Manisha']},15,100,{'GPE': ['Manisha']}
4400,drown,"Atlanta, GA",My neighbors are an arguing couple. This nigga kicked his baby momma out the crib and she’s yelling at his door. He… https://t.co/ZoEPddPGSm,0,[],[],['https://t.co/ZoEPddPGSm'],{},23,140,{}
4401,drown,Arkham Asylum (Scarecrow),I just drown myself in the tube though,0,[],[],[],{},8,38,{}
4402,drown,trundling around Perth in the 42 and 318,just fucking drown the little shits &gt;&gt; Police spat at in water park fracas as troublemakers threaten more to come… https://t.co/bbMm3uZf7q,0,[],[],['https://t.co/bbMm3uZf7q'],{},21,144,{}
4403,drown,"Chicago, IL",Drip or drown 😭😭😭 https://t.co/DI9CkRqBdj,0,[],[],['https://t.co/DI9CkRqBdj'],{},5,41,{}
4404,drown,,Can't drown out facts with church bells and Big Ben. 😂 #r4today https://t.co/jsRwD33Z1a,0,[],['r4today'],['https://t.co/jsRwD33Z1a'],{'PERSON': ['Big Ben']},13,87,{'PERSON': ['Big Ben']}
4405,drowned,uganda,A country that was once respected and apparently drowned by corruption and people with self interests.,0,[],[],[],{},16,102,{}
4406,drowned,,Guru's protests of innocence were drowned out by the hysteria of the nationalist mob. His was not allowed to see his wife and…,0,[],[],[],{'ORG': ['Guru']},23,126,{'ORG': ['Guru']}
4407,drowned,,Absolutely heartbreaking: Eleven people - eight of whom were children - are reported to have drowned after a migrant boat…,1,[],[],[],{'CARDINAL': ['Eleven']},20,122,{'CARDINAL': ['Eleven']}
4408,drowned,"Bushey, Hertfordshire, England",#52Ancestors #52Documents week 2. Scottish death certificates give so much more information than their English/Wels… https://t.co/fANWYvC15A,0,[],"['52Ancestors', '52Documents']",['https://t.co/fANWYvC15A'],"{'MONEY': ['52Documents'], 'CARDINAL': ['2'], 'NORP': ['Scottish'], 'EVENT': ['English/Wels']}",16,140,"{'MONEY': ['52Documents'], 'CARDINAL': ['2'], 'NORP': ['Scottish'], 'EVENT': ['English/Wels']}"
4409,drowned,Memory Lane,I stood in Russell Square and consulted my map (on the hotel counter free) I wanted the core of London an exiled soul see…,0,[],[],[],"{'FAC': ['Russell Square'], 'GPE': ['London']}",24,122,"{'FAC': ['Russell Square'], 'GPE': ['London']}"
4410,drowned,,"""7 grams in the blunt almost drowned in her pussy so I swam to her butt"" https://t.co/kFQi8yGZEt",0,[],[],['https://t.co/kFQi8yGZEt'],{'QUANTITY': ['7 grams']},17,96,{'QUANTITY': ['7 grams']}
4411,drowned,,The Batman who laughs cosplayed by (IG). Drowned cosplayed by cosplayprincesssunshine (IG). Joker Robin's cospla…,0,[],[],[],"{'ORG': ['Batman', 'IG', 'IG'], 'PERSON': [""Joker Robin's""]}",15,113,"{'ORG': ['Batman', 'IG', 'IG'], 'PERSON': [""Joker Robin's""]}"
4412,drowned,"Louisiana, USA",Body of Rod Fontenot located in Bayou Nezpique - KALB News https://t.co/Ca0XPomRO1,1,[],[],['https://t.co/Ca0XPomRO1'],"{'ORG': ['Rod Fontenot'], 'GPE': ['Bayou Nezpique - KALB News']}",12,82,"{'ORG': ['Rod Fontenot'], 'GPE': ['Bayou Nezpique - KALB News']}"
4413,drowned,"Twin Peaks, WA",Its not. I almost drowned when I was 10. It hurt like a mother fucker. The sudden rush of w… https://t.co/wBpUn1q4dt,0,[],[],['https://t.co/wBpUn1q4dt'],{'DATE': ['10']},21,116,{'DATE': ['10']}
4414,drowned,,You have never been drowned! Your tea will not bother me!----Röbel will the equations and three hours' exercise and clothes,0,[],[],[],{'TIME': ['three hours']},20,123,{'TIME': ['three hours']}
4415,drowned,"Ibadan, Nigeria",Never really been a fan of call-ins. The idea of democratising the broadcast of non-vetted opinions… https://t.co/M2AMViAZkm,0,[],[],['https://t.co/M2AMViAZkm'],{},17,124,{}
4416,drowned,Minnesota,I used to me so self conscious when I get high at the point where my anxiety gets worsen and start to ha… https://t.co/KL6sW3qe36,0,[],[],['https://t.co/KL6sW3qe36'],{},24,129,{}
4417,drowned,Africa,"Bodies of 2 #Zimbabwe park rangers found in Lake Kariba, authorities suspect 4 escaped poachers, https://t.co/AyI5x6P1xL via",1,[],['Zimbabwe'],['https://t.co/AyI5x6P1xL'],"{'GPE': ['Zimbabwe'], 'LOC': ['Lake Kariba'], 'CARDINAL': ['4']}",17,124,"{'GPE': ['Zimbabwe'], 'LOC': ['Lake Kariba'], 'CARDINAL': ['4']}"
4418,drowned,"Port Harcourt, Nigeria",Never be afraid of being a lone wolf with God. You see most humans? They are echoes. Not a voice. It's when you dont ne…,0,[],[],[],{},25,120,{}
4419,drowned,Manchester🇬🇧 UK,😭😭😭😭This has drowned me in my own guilt .,0,[],[],[],{},9,41,{}
4420,drowned,"Mafikeng, South Africa","I saved a baby’s life today 😇 I haven’t touched a patient in 5 years, but I performed CPR on a toddler who had just drowned…",1,[],[],[],"{'DATE': ['today', '5 years']}",26,124,"{'DATE': ['today', '5 years']}"
4421,drowned,TF2 Heavy's Urethra,Griff_TF2 has drowned You didn't build fast enough,0,[],[],[],{'ORG': ['Griff_TF2']},8,50,{'ORG': ['Griff_TF2']}
4422,drowned,"Lusaka, Zambia","Nikwisa uku, chap nearly 'drowned' while they were kopaling ... lol",0,[],[],[],{'PERSON': ['Nikwisa uku']},11,67,{'PERSON': ['Nikwisa uku']}
4423,drowned,,anyway here’s a video of being drowned out by us chanting “black lives matter” https://t.co/JFoYbeaGPA,0,[],[],['https://t.co/JFoYbeaGPA'],{},15,102,{}
4424,drowned,1200-1500,you have fallen into the mill-pond and drowned,0,[],[],[],{},8,46,{}
4425,drowned,,If he drowned it would be the normal bull shit. Was a great bloke would never hurt anyone.… https://t.co/5IkofUfCkR,0,[],[],['https://t.co/5IkofUfCkR'],{'PERSON': ['https://t.co/5IkofUfCkR']},19,115,{'PERSON': ['https://t.co/5IkofUfCkR']}
4426,drowned,,One time my mom almost drowned at the beach and a lesbian couple came to the rescue while a bunch of middle aged…,0,[],[],[],{'CARDINAL': ['One']},23,113,{'CARDINAL': ['One']}
4427,drowned,,Looks like old mate on the stirrer drowned your effluent pump while he was at it 😂,0,[],[],[],{},17,82,{}
4428,drowned,Lagos Nigeria,Every Pharaoh assigned against you are incapacitated and drowned. Your glory shall never be weak or silent in Jesus name,0,[],[],[],{'PERSON': ['Jesus']},20,120,{'PERSON': ['Jesus']}
4429,drowned,Bigfoots Bluff,Pete Buttigieg is getting protested by BLM at his speech in Des Moines about demolishing houses in minority communities in…,0,[],[],[],"{'PERSON': ['Pete Buttigieg'], 'ORG': ['BLM'], 'GPE': ['Des Moines']}",20,123,"{'PERSON': ['Pete Buttigieg'], 'ORG': ['BLM'], 'GPE': ['Des Moines']}"
4430,drowned,London,No I’ll chip to hear a nation sob at the mistake it’s made. But it’ll be drowned out by the cackle of billionaires and idiots,0,[],[],[],{},25,125,{}
4431,drowned,"Crystal Lake, FL","You are A doctor, but he is THE doctor. Plus, I've been drowned, chain… https://t.co/BcULcmwUCv",0,[],[],['https://t.co/BcULcmwUCv'],{'PERSON': ['https://t.co/BcULcmwUCv']},15,95,{'PERSON': ['https://t.co/BcULcmwUCv']}
4432,drowned,,Worst excuse I’ve seen for taking the piss out of someone that drowned,0,[],[],[],{},13,70,{}
4433,drowned,"Cheshire, England",Marc Hooker's predecessor found drowned. But was it really an accident? https://t.co/ExiWw74miX,1,[],[],['https://t.co/ExiWw74miX'],"{'ORG': [""Marc Hooker's""]}",12,95,"{'ORG': [""Marc Hooker's""]}"
4434,drowned,1200-1500,you have fallen into the mill-pond and drowned,0,[],[],[],{},8,46,{}
4435,drowned,"Whakatane District, New Zealan","''They get drowned mostly. They get caught on a longline hook and get drowned,"" https://t.co/cGsC0FzgOY #bycatch",0,[],['bycatch'],['https://t.co/cGsC0FzgOY'],{},16,112,{}
4436,drowned,"Pretoria, South Africa",-The guy who laughed himself to death -The guy who got killed by a street cleaner -The body builder lady who dry drowned -T…,0,[],[],[],{},24,124,{}
4437,drowned,,"#felstedwar2 #OTD On Jan 14th Capt Richard Dennis (d 1937-1942) Prefect. Son of Bertram &amp; Elizabeth Dennis, of Bourton…",0,[],"['felstedwar2', 'OTD']",[],"{'CARDINAL': ['#'], 'PERSON': ['OTD', 'Richard Dennis', 'Elizabeth Dennis'], 'DATE': ['Jan 14th', '1937-1942'], 'ORG': ['Bertram &amp'], 'GPE': ['Bourton']}",19,123,"{'CARDINAL': ['#'], 'PERSON': ['OTD', 'Richard Dennis', 'Elizabeth Dennis'], 'DATE': ['Jan 14th', '1937-1942'], 'ORG': ['Bertram &amp'], 'GPE': ['Bourton']}"
4438,drowned,SD/TJ,Can’t tell if I’m craving a crepe with strawberries + bananas + nutella or some churros locos drowned in clamato wi… https://t.co/INgbNdBcSU,0,[],[],['https://t.co/INgbNdBcSU'],{'PERSON': ['clamato wi']},22,140,{'PERSON': ['clamato wi']}
4439,drowned,mystic falls.,"Sinking into her brother’s side, she pouts. “It isn’t my fault you got drowned before I got my… https://t.co/rmefYi420x",0,[],[],['https://t.co/rmefYi420x'],{},19,119,{}
4440,drowned,Asgard,I died once (with a death cert. to show for it) and drowned once (and then revived at one Lagos beach),0,[],[],[],"{'CARDINAL': ['one'], 'GPE': ['Lagos beach']}",21,102,"{'CARDINAL': ['one'], 'GPE': ['Lagos beach']}"
4441,drowned,,Milk drowned a breast once.,0,[],[],[],{},5,27,{}
4442,drowned,"Grange, Adelaide Australia",I stood in Russell Square and consulted my map (on the hotel counter free) I wanted the core of London an exiled s… https://t.co/X0pbg5hAVA,0,[],[],['https://t.co/X0pbg5hAVA'],"{'FAC': ['Russell Square'], 'GPE': ['London']}",24,139,"{'FAC': ['Russell Square'], 'GPE': ['London']}"
4443,drowned,Canada,is this one also getting drowned in white fluid,0,[],[],[],{},9,47,{}
4444,drowned,alger,"God, hear my voice and accept my prayers. You drowned Pharaoh, who fought Moses, with locusts, flies, frogs and blood. I w…",0,[],[],[],{'PERSON': ['Pharaoh']},22,123,{'PERSON': ['Pharaoh']}
4445,drowned,,"• Exposed KCP burner, now shooting 43% (!!) from 3 • Drowned internet in Kuz trades to Knicks, has now recorded back-to-b…",0,[],[],[],"{'PERCENT': ['43%'], 'CARDINAL': ['3'], 'ORG': ['Kuz', 'Knicks']}",22,122,"{'PERCENT': ['43%'], 'CARDINAL': ['3'], 'ORG': ['Kuz', 'Knicks']}"
4446,drowned,"Connecticut, USA","This is the thing that has infuriated me. If Black Democrats were paying freaking attention, it should have infuriated t…",0,[],[],[],{'NORP': ['Democrats']},20,121,{'NORP': ['Democrats']}
4447,drowned,,it's really too bad about what i've allowed to become of my once sharp mind because there's a tiny shred in there that's li…,0,[],[],[],{'PERSON': ['li']},24,124,{'PERSON': ['li']}
4448,drowned,,You told me the sky was ours. I thought we owned the stars، the moon and the sun. I thought we would rule everythin… https://t.co/C1oJZbEsfG,0,[],[],['https://t.co/C1oJZbEsfG'],{},25,140,{}
4449,drowned,,"""ɪ ᴡɪꜱʜ ʏᴏᴜʀ ʟᴜᴄᴋ."" ɪ ꜱᴀɴɢ, ᴜɴᴅᴇʀ ᴛʜᴇ ʙᴀɴɴᴇʀ ᴏꜰ ɢᴏᴏᴅ ᴛʜᴏᴜɢʜᴛꜱ, ᴇᴠᴇɴ ᴛʜᴏᴜɢʜ ᴛʜᴇ ᴛʀᴜᴛʜ ɪꜱ ᴛʜᴀᴛ ɪ ᴀᴍ ꜱᴛᴀʀᴠᴇᴅ ꜰᴏʀ ᴀꜰꜰᴇᴄ… https://t.co/QaTgtsuPQ7",0,[],[],['https://t.co/QaTgtsuPQ7'],"{'PERSON': ['ᴛʜᴇ ᴛʀᴜᴛʜ ɪꜱ'], 'ORG': ['ᴀꜰꜰᴇᴄ']}",24,140,"{'PERSON': ['ᴛʜᴇ ᴛʀᴜᴛʜ ɪꜱ'], 'ORG': ['ᴀꜰꜰᴇᴄ']}"
4450,drowned,,anything fruity about tomato gets drowned out in the pizza sauce making process,0,[],[],[],{},13,79,{}
4451,drowned,,RT mosyans: Nobody ever drowned in his own sweat. #mosyans #mosyanorganizer #mosyans,0,[],"['mosyans', 'mosyanorganizer', 'mosyans']",[],"{'MONEY': ['#mosyans #'], 'CARDINAL': ['#']}",12,84,"{'MONEY': ['#mosyans #'], 'CARDINAL': ['#']}"
4452,drowned,,"It took me a while, but I finally found the niche corner of Twitter that ha… https://t.co/OgNYyXtUgK",0,[],[],['https://t.co/OgNYyXtUgK'],{'PERSON': ['Twitter']},17,100,{'PERSON': ['Twitter']}
4453,drowned,,heartfelt thank you to everyone who drowned him out! you people rock! thank you so…,0,[],[],[],{},15,83,{}
4454,drowned,,Your Immigration Policies Has Caused The Death Of A Migrant Father And Baby Daughter That Drowned… https://t.co/YPbOpOFoOU,1,[],[],['https://t.co/YPbOpOFoOU'],"{'WORK_OF_ART': ['The Death Of A Migrant Father'], 'PERSON': ['Baby Daughter That Drowned']}",17,122,"{'WORK_OF_ART': ['The Death Of A Migrant Father'], 'PERSON': ['Baby Daughter That Drowned']}"
4455,drowned,,"At the time, the BJP's role was to keep up a lynchmob's chant for hanging from the sidelines that drowned out everything else…",0,[],[],[],{'ORG': ['BJP']},23,126,{'ORG': ['BJP']}
4456,drowned,Scottish highlands,"At this point, Ian Murray is that intelligent, scruffy man, who spends too much time in the p… https://t.co/bmk15fw9Tg",0,[],[],['https://t.co/bmk15fw9Tg'],{'PERSON': ['Ian Murray']},19,118,{'PERSON': ['Ian Murray']}
4457,drowned,,"too many times, you’ve drowned yourself for people who can’t swim in your love language. burnt yourself for people who ca…",0,[],[],[],{},21,122,{}
4458,drowned,Coastal Maine,Who - Drowned #Phish #RescueSquad https://t.co/s9i3jkbCBt,0,[],"['Phish', 'RescueSquad']",['https://t.co/s9i3jkbCBt'],"{'MONEY': ['#Phish #'], 'ORG': ['RescueSquad https://t.co/s9i3jkbCBt']}",6,57,"{'MONEY': ['#Phish #'], 'ORG': ['RescueSquad https://t.co/s9i3jkbCBt']}"
4459,drowned,"England, United Kingdom","'They get drowned mostly. They get caught on a longline hook and get drowned,"" https://t.co/cGsC0FzgOY #bycatch",0,[],['bycatch'],['https://t.co/cGsC0FzgOY'],{},16,111,{}
4460,drowned,sweden,Have you seen this nightmare before? 11 #Syrian immigrants including 8 children drowned while fleeing the hell in #Idlib on li…,1,[],"['Syrian', 'Idlib']",[],"{'NORP': ['Syrian'], 'CARDINAL': ['8'], 'PERSON': ['Idlib', 'li']}",21,127,"{'NORP': ['Syrian'], 'CARDINAL': ['8'], 'PERSON': ['Idlib', 'li']}"
4461,drowned,too many to mention,I dreamt that my throat was filling with water as I slept &amp; drowned me in my sleep. Ironically I woke… https://t.co/dSo2k4HreY,0,[],[],['https://t.co/dSo2k4HreY'],{},22,130,{}
4462,drowned,,"Oh whoops, I guess I got your notification at the start of my nap and it was drowned out by all the oth… https://t.co/Z3uH3Z61Vv",0,[],[],['https://t.co/Z3uH3Z61Vv'],{'CARDINAL': ['https://t.co/Z3uH3Z61Vv']},24,128,{'CARDINAL': ['https://t.co/Z3uH3Z61Vv']}
4463,drowned,Felsted in Essex,"#felstedwar2 #OTD On Jan 14th Capt Richard Dennis (d 1937-1942) Prefect. Son of Bertram &amp; Elizabeth Dennis, of Bour… https://t.co/Um4wzY2q56",0,[],"['felstedwar2', 'OTD']",['https://t.co/Um4wzY2q56'],"{'CARDINAL': ['#'], 'PERSON': ['OTD', 'Richard Dennis', 'Elizabeth Dennis', 'Bour'], 'DATE': ['Jan 14th', '1937-1942'], 'ORG': ['Bertram &amp']}",20,144,"{'CARDINAL': ['#'], 'PERSON': ['OTD', 'Richard Dennis', 'Elizabeth Dennis', 'Bour'], 'DATE': ['Jan 14th', '1937-1942'], 'ORG': ['Bertram &amp']}"
4464,drowning,,"--over but he tried to hold it in. ""M... Mox...."" He doesn't know what to say. All he can think to… https://t.co/MgH9hSHEcj",0,[],[],['https://t.co/MgH9hSHEcj'],{},22,123,{}
4465,drowning,,It's not dangerous. Go go lahinch on a blustery day in march and you've a far higher chance of drowni… https://t.co/bf3VwEXZqj,0,[],[],['https://t.co/bf3VwEXZqj'],{'DATE': ['a blustery day']},21,126,{'DATE': ['a blustery day']}
4466,drowning,Cairo,“You were like a breath of fresh air. It’s like I was drowning and you saved me.” - Derek Shepherd,0,[],[],[],{},20,98,{}
4467,drowning,"Cork, Ireland","The world is drowning in debt - However, HM &amp; ministr assure us that #Ireland is 'grand'; unle…",0,[],['Ireland'],[],"{'PERSON': ['Ireland'], 'ORG': ['unle']}",18,99,"{'PERSON': ['Ireland'], 'ORG': ['unle']}"
4468,drowning,,"just up , drowning in my own thoughts",0,[],[],[],{},8,37,{}
4469,drowning,St. Louis,"It's like instead of singing ""which side are you on"" to police, the young socialists are just drowning their friend… https://t.co/54QCNb3wfN",0,[],[],['https://t.co/54QCNb3wfN'],{'NORP': ['socialists']},21,140,{'NORP': ['socialists']}
4470,drowning,"Dublin City, Ireland","14th January 1920 Passage East, Waterford As the weather continues to be extremely unsettled, a trawler sinks off t… https://t.co/QyACK88cil",0,[],[],['https://t.co/QyACK88cil'],"{'DATE': ['14th January 1920'], 'ORG': ['Waterford']}",20,140,"{'DATE': ['14th January 1920'], 'ORG': ['Waterford']}"
4471,drowning,"Tillamook, OR",Supernatural s15 || Drowning (Jensen Ackles) https://t.co/bIu9ebRfDM via,0,[],[],['https://t.co/bIu9ebRfDM'],{'PERSON': ['Jensen Ackles']},8,72,{'PERSON': ['Jensen Ackles']}
4472,drowning,,"first educate your PM,HM..These two illiterates drowning India rapidly..",0,[],[],[],"{'ORDINAL': ['first'], 'CARDINAL': ['two'], 'GPE': ['India']}",9,72,"{'ORDINAL': ['first'], 'CARDINAL': ['two'], 'GPE': ['India']}"
4473,drowning,"Iowa City, IA",First image is of the Tekken 7 pool. Heres to not drowning in either without taking some names.,0,[],[],[],{'ORDINAL': ['First']},18,95,{'ORDINAL': ['First']}
4474,drowning,DAMMAM,"This is a small child, so brutally someone kills someone, do you die of drowning?",0,[],[],[],{},15,81,{}
4475,drowning,,Stop being afraid to hurt other’s feelings. Stop closing the people out who love you. Stop living in fear. Stop dro…,0,[],[],[],{},21,116,{}
4476,drowning,"Houston, TX",that waffle look like it’s drowning https://t.co/Jw4A33Yh8i,0,[],[],['https://t.co/Jw4A33Yh8i'],{},7,59,{}
4477,drowning,Mombasa Kenya,It smells fishy just a few days ago Mwangi kiunjuri reminded mt kenya people on honouring covenants and now he has… https://t.co/SF7XEEnTdM,0,[],[],['https://t.co/SF7XEEnTdM'],"{'DATE': ['just a few days ago'], 'PERSON': ['Mwangi kiunjuri'], 'ORG': ['mt kenya']}",22,139,"{'DATE': ['just a few days ago'], 'PERSON': ['Mwangi kiunjuri'], 'ORG': ['mt kenya']}"
4478,drowning,Lahore. Los Angeles.,The death of Secular India. Pakistan is struggling to come out of the swamp of religious extremism and Modi Sarkar… https://t.co/JYeUA5XHF2,0,[],[],['https://t.co/JYeUA5XHF2'],"{'ORG': ['Secular India'], 'GPE': ['Pakistan'], 'PERSON': ['Modi Sarkar']}",21,139,"{'ORG': ['Secular India'], 'GPE': ['Pakistan'], 'PERSON': ['Modi Sarkar']}"
4479,drowning,Europe,"Well, having just read the headline (not sure I can stomach reading the entire article),I had… https://t.co/RxfB8lyP96",0,[],[],['https://t.co/RxfB8lyP96'],{},17,118,{}
4480,drowning,she/her,quote this with your fav EDEN songs ■ The Eden Project: drowning ■ End Credits: Wake Up ■ ityttmom: rock + roll ■… https://t.co/sFPh75WM2T,0,[],[],['https://t.co/sFPh75WM2T'],"{'ORG': ['EDEN'], 'WORK_OF_ART': ['The Eden Project: drowning']}",24,138,"{'ORG': ['EDEN'], 'WORK_OF_ART': ['The Eden Project: drowning']}"
4481,drowning,"Federal Way, WA",Two drowning people can’t save each other,0,[],[],[],{'CARDINAL': ['Two']},7,41,{'CARDINAL': ['Two']}
4482,drowning,South Africa,"That guy is unbelievable. Like, I really weep for his students drowning in debt only to be subjected t… https://t.co/dqpntl32Jd",0,[],[],['https://t.co/dqpntl32Jd'],{},20,127,{}
4483,drowning,"Lagos, Nigeria",The benefit of having more followers on Twitter is richer conversations and multiple perspectives. Sometimes those perspective…,0,[],[],[],{'PERSON': ['Twitter']},17,127,{'PERSON': ['Twitter']}
4484,drowning,"Barcelona, España",Hilo NB/intersex,0,[],[],[],{},2,16,{}
4485,drowning,,Okay what's going on with the Gala and the victimized Lius? I feel so left out I feel like drowning https://t.co/tJ15F4qpgo,0,[],[],['https://t.co/tJ15F4qpgo'],{'PERSON': ['Lius']},21,123,{'PERSON': ['Lius']}
4486,drowning,,Don’t hit me up unless you’re drowning,0,[],[],[],{},7,38,{}
4487,drowning,M.I.A,Remember the kid in pursuit of happiness movie when he made a joke abt the guy who was drowning in the oce…,0,[],[],[],{},22,107,{}
4488,drowning,IM A MULTISHIPPER,"// They’re drowning Wilson with full bucket loads of hearts, love and affection😔",0,[],[],[],"{'PERSON': ['Wilson'], 'ORG': ['😔']}",13,80,"{'PERSON': ['Wilson'], 'ORG': ['😔']}"
4489,drowning,Singapore,A CNN report that the world is 'drowning' in debt. drowning: verb (used without object) - to 'die' under water or… https://t.co/Ufj08zlXRV,0,[],[],['https://t.co/Ufj08zlXRV'],{'ORG': ['CNN']},22,138,{'ORG': ['CNN']}
4490,drowning,Hong Kong,Climate change could lead to more injuries and deaths https://t.co/FeHg8fRfZN https://t.co/I1uBpIRXQk,0,[],[],"['https://t.co/FeHg8fRfZN', 'https://t.co/I1uBpIRXQk']",{},11,101,{}
4491,drowning,,"when i was drowning, that’s when i can finally breathe #Lover #BestRemix #iHeartAwards",0,[],"['Lover', 'BestRemix', 'iHeartAwards']",[],{'LAW': ['Lover #BestRemix #']},13,86,{'LAW': ['Lover #BestRemix #']}
4492,drowning,,He was drowning and she jumped into the pool and saved him. This is their post-trauma selfie...,0,[],[],[],{},17,95,{}
4493,drowning,"Massachusetts, USA",💫WOW💫 Ray escaped #SOCIALISM in Cuba &amp; says he would rather DIE DROWNING WITH A BIG SMILE ON HIS FACE BECAUSE HE KNEW…,0,[],['SOCIALISM'],[],"{'ORG': ['WOW'], 'PERSON': ['Ray', 'SOCIALISM'], 'GPE': ['Cuba']}",23,122,"{'ORG': ['WOW'], 'PERSON': ['Ray', 'SOCIALISM'], 'GPE': ['Cuba']}"
4494,drowning,Bangalore,The world is drowning in debt - CNN https://t.co/s5rrhuzslZ,0,[],[],['https://t.co/s5rrhuzslZ'],{'ORG': ['CNN']},9,59,{'ORG': ['CNN']}
4495,drowning,jjk1 🇬🇷,I have slept at 4am and for like 30min have been asking myself « why arent fishes drowning under the water »...,0,[],[],[],"{'TIME': ['4am'], 'CARDINAL': ['30min']}",22,111,"{'TIME': ['4am'], 'CARDINAL': ['30min']}"
4496,drowning,"Alberta, Canada",To me drowning sounds so much more peaceful than other ways! It’s burning that I wouldn’t want to die from.,0,[],[],[],{},20,107,{}
4497,drowning,Australia,"While holidaying near the Caribbean island of St.Barts, Titanic actor #LeonardoDiCaprio helped save a drowning man… https://t.co/hmuiKbGEyj",1,[],['LeonardoDiCaprio'],['https://t.co/hmuiKbGEyj'],"{'LOC': ['Caribbean'], 'ORG': ['St.Barts'], 'PERSON': ['LeonardoDiCaprio'], 'GPE': ['https://t.co/hmuiKbGEyj']}",17,139,"{'LOC': ['Caribbean'], 'ORG': ['St.Barts'], 'PERSON': ['LeonardoDiCaprio'], 'GPE': ['https://t.co/hmuiKbGEyj']}"
4498,drowning,,"when i was drowning, that’s when i can finally breathe #Lover #BestRemix #iHeartAwards",0,[],"['Lover', 'BestRemix', 'iHeartAwards']",[],{'LAW': ['Lover #BestRemix #']},13,86,{'LAW': ['Lover #BestRemix #']}
4499,drowning,,"""I'm drowning, there's no sign of land, you're coming down with me, hand in unlovable hand.""",0,[],[],[],{},16,92,{}
4500,drowning,"Twin Peaks, WA",1. Death 2. Uncertainty 3. Failure 4. Dying Alone 5. Drowning,0,[],[],[],"{'CARDINAL': ['1', '2', '3', '4'], 'PRODUCT': ['Dying Alone 5']}",11,61,"{'CARDINAL': ['1', '2', '3', '4'], 'PRODUCT': ['Dying Alone 5']}"
4501,drowning,thehuns ⋆ thexo,"Baby, I wanna go swimming but I'm already drowning in your unstoppable love. https://t.co/zNmDskV85Q",0,[],[],['https://t.co/zNmDskV85Q'],{},14,100,{}
4502,drowning,𝘿𝘼𝙍𝙆𝙉𝙀𝙎𝙎,Drowning https://t.co/wFPwMHdbBW,0,[],[],['https://t.co/wFPwMHdbBW'],{},2,32,{}
4503,drowning,,“Sometimes we need to disconnect to reconnect. Taking a break is necessary to save yourself and others from drowning.” — Maine Mend…,0,[],[],[],{'ORG': ['Maine Mend']},22,132,{'ORG': ['Maine Mend']}
4504,drowning,"New York, NY","Hey, Twitter, Bot here. When is Saudi Arabia drowning?",0,[],[],[],"{'PERSON': ['Twitter', 'Bot'], 'GPE': ['Saudi Arabia']}",9,54,"{'PERSON': ['Twitter', 'Bot'], 'GPE': ['Saudi Arabia']}"
4505,drowning,,“Sometimes we need to disconnect to reconnect. Taking a break is necessary to save yourself and others from drowning.” —…,0,[],[],[],{},20,121,{}
4506,drowning,CALIFORNIA,"i wade in your water, your waves wash over me, i drift to the deep end, dont save me, its a low tide, i found peace in…",0,[],[],[],{},27,119,{}
4507,drowning,Everywhere,Climate change could lead to more injuries and deaths https://t.co/ql1RebODHG #metabloks,0,[],['metabloks'],['https://t.co/ql1RebODHG'],{},11,88,{}
4508,drowning,United Kingdom,Climate change could lead to more injuries and deaths https://t.co/vHqhSdcqMB Justine Calma,0,[],[],['https://t.co/vHqhSdcqMB'],{'PERSON': ['Justine Calma']},12,91,{'PERSON': ['Justine Calma']}
4509,drowning,Burntisland,Emergency meeting for her millionaire grandson. How regal. Hee-haw concern about the millions of families drowning under aus…,0,[],[],[],{'CARDINAL': ['millions']},18,125,{'CARDINAL': ['millions']}
4510,drowning,"Trumbutt, CT",If Donald Trump 🍊👴 and my girl 😍👧🏼 both drowning 🌊✋🏿 and I can only save one 🤔☝🏿️ catch me at my girl funeral 💀🙏🏾 with a sm…,0,[],[],[],"{'PERSON': ['Donald Trump', '🤔'], 'CARDINAL': ['one'], 'PRODUCT': ['🏿️']}",28,124,"{'PERSON': ['Donald Trump', '🤔'], 'CARDINAL': ['one'], 'PRODUCT': ['🏿️']}"
4511,drowning,CODE: K.,Can i still give this tweet a reply? Too late but PLEASE. Okay. What a supportive daughter i got here… https://t.co/eNlevA5aWb,0,[],[],['https://t.co/eNlevA5aWb'],{'ORG': ['https://t.co/eNlevA5aWb']},21,126,{'ORG': ['https://t.co/eNlevA5aWb']}
4512,drowning,United States,"Likely to increase deaths from road crashes, violence, suicides and drowning? What the hell kind of research is this?",0,[],[],[],{},19,117,{}
4513,drowning,"El Paso, TX",I’m drowning in love from my boyfriend 🥺❤️,0,[],[],[],{},8,42,{}
